No,News Title,Category
18817,Miley Cyrus Honors Her Late Dog Floyd with New Tattoo!,Entertainment
32347,"New York Times firing spurs debate on pay equity, sexism",Entertainment
59496,"Tehran, P5+1 to hold next round of nuclear talks in July",Economy
33298,"HTC One (M8, 2014) 4G LTE 16GB - The Revitalized Flagship Phone Now",Technology
9920,New VR Project Enters The Fray- True Player Gear,Technology
16630,L'Wren Scott Twitter causing confusion over death,Entertainment
54823,Macklemore apologizes for mocking Jews with stereotype,Entertainment
49182,Never miss a retweet with real-time Twitter web notifications,Technology
5083,Lorde Finally Meets George Brett,Entertainment
21601,Mobileye shares rise 50 pct in bumper debut,Economy
15240,Rolf Harris: Experts divided over length of jail term,Entertainment
28918,Tori Spelling's Cheating Hubby Drops an Even Bigger Bombshell (VIDEO),Entertainment
18961,Gold trading outlook: futures add ahead of key US and Eurozone announcements,Economy
23112,Yellen: Stronger Economy Will Offset Higher Interest Payments on National Debt,Economy
39472,What Does GoPro's Big Open Mean For The Market?,Economy
13875,Mariah Carey – Meteorite (Q-Tip Version) | New Music,Entertainment
52711,Vietnamese Anti-China Protests Reflect Grievances Far Beyond China's Oil Rig,Economy
9700,Harrison Ford breaks ankle on Star Wars film set at Pinewood studios,Entertainment
55976,Toyota Clings to Global Sales Lead Over Volkswagen,Economy
1637,Tesla loses $50 million in Q1 as costs rise,Economy
20678,"Stocks sputter, gold shines",Economy
46642,"Mila Kunis Pregnant With Ashton Kutcher's Baby, Say Celebrity Sites",Entertainment
2657,eBay asks users to change passwords after cyberattack,Technology
18175,Pershing Square to Present Information Highlighting Herbalife's Illegal Business  ...,Economy
15829,Michael Chiklis Joins 'American Horror Story: Freak Show',Entertainment
15183,GE credit card unit to be valued at up to $21.6 billion in IPO,Economy
59169,Radio legend Casey Kasem dead at 82,Entertainment
45598,TV Saturday: Orphan Black's clone class is back in session (with video),Entertainment
21788,Google's Project Tango teams up with NASA for autonomous space robots,Technology
23206,Apple vs Samsung: Patents at dispute,Technology
63088,Vein technology to pay for your coffee,Technology
47252,All set for a fiery Fourth,Entertainment
53048,A Water Main Break Flooded UCLA,Economy
58829,First Lady Michelle Obama and Bow Wow Spotted at Howard University,Entertainment
42577,Navy SEALs board tanker off Cyprus (updated),Economy
20879,Kimye Vogue cover creates buzz,Entertainment
33518,S&P 500 Has Worst Week Since January on Valuation Concern,Economy
59339,Millions in federal funds for citrus greening,Economy
61138,Transcript columnist Baker helps bring Young's PonoMusic to market,Entertainment
5826,Corey Stoll Joins Ant-Man,Entertainment
46655,50000-Year Old Human Poop Reveals Neanderthals Ate Their Veggies,Technology
31137,Leaked screenshots show Google is toying with a radical Gmail redesign,Technology
53958,TV BAFTAs 2014: Graham Norton misses out on a prize but delivers some show  ...,Entertainment
61927,Feds: Powdered Alcohol Approval Was an Error,Entertainment
59089,"Girl Meets World brings beloved characters back to ""TGIF"" television",Entertainment
27250,"Farewell, Mickey Rooney; plus, 'Star Wars VII' starts shooting, and more  ...",Entertainment
2509,German private sector expands in April as orders flow in: PMI,Economy
5020,Fashion to be largest category for next few years: Flipkart,Economy
57217,Chinese satellite spots object in Indian Ocean,Economy
32570,Dangers that threaten British forests,Technology
63423,Facebook Is Cracking Down on Click Bait,Technology
26357,"Honda, Mazda, Nissan issue airbag recalls",Technology
52124,"Chris Colfer's Twitter Hacked, Actor Not Leaving Glee",Entertainment
60373,"'Midnight Rider' Director, Producers Indicted in Crew Death",Entertainment
8925,Netflix raises subscription price,Technology
54136,Rolling Stones to recommence Australasia tour in October following the death of  ...,Entertainment
56520,GM recalls 218000 Aveo cars in U.S.: NHTSA filing,Technology
36885,"Amazon Dash makes it easy to quickly scan your groceries, integrates with  ...",Technology
33194,Facebook to Use Web Browsing History For Ad Targeting,Technology
63003,Mike Fay: How Nottm University helps solve food problems,Economy
2122,Gas up 2 cents per gallon in Massachusetts to an average of $3.70,Technology
18910,Robin Thicke trolled by Twitter users in Q 'n' A session,Entertainment
101,Beyoncé May Have Confirmed Jay-Z Cheating Rumors During 'On The Run  ...,Entertainment
45509,"Samsung Galaxy Note 3 – Features, Specs And Price",Technology
35318,GLASTONBURY: Metallica review,Entertainment
28951,Rivals line up deal to take on Amazon in China,Economy
51609,UAE plans first Arab spaceship to Mars in 7 years,Technology
29504,Weekend Box Office: 'How to Train Your Dragon 2' and '22 Jump Street',Entertainment
20042,Nicki Minaj has a strange VMA wardrobe malfunction,Entertainment
6857,HARMAN JBL delivers ultimate listening experience to new smart,Technology
1515,Mariah Carey and Nick Cannon's marriage breakdown,Entertainment
523,UN nuke agency admits Iran has cut weapons-grade uranium stock,Economy
49631,Seattle dodges bullet in Microsoft layoff,Technology
21738,New robot guides at Tokyo museum almost outperform humans,Technology
57282,'Divergent' Star Shailene Woodley Hints At Being Bisexual,Entertainment
23048,Barclays and BT Group shares rise sharply,Economy
64773,Yellen: Fed's Rate Policy Hinges on 3 'Big Questions'--Update,Economy
7081,Brent Set for First Weekly Drop of Iraq Crisis as Output Spared,Economy
32811,Does bad science ruin science fiction?,Technology
34409,Even Urban Outfitters admits that its clothes fell out of fashion,Economy
30556,FHFA reaches $280 million RMBS settlement with Barclays,Economy
11859,VMware Shares Slip After Guidance,Economy
30544,Jet magazine going digital,Economy
4943,Ben Affleck Kicked Out Of Casino For Reportedly Counting Cards,Entertainment
28295,3 On Your Side: GM Announces Ignition Switch Victim Compensation Amidst  ...,Technology
45638,Kanye West booed at Wireless Festival,Entertainment
58232,Do You Know Why Driving Is Only Allowed On Alternate Days In The City Of Love?,Technology
42018,Gurlitt Collection Goes to Kunstmuseum Bern,Entertainment
45377,AT&T Inc. (T) and Chernin Group form $500M streaming video joint venture,Economy
34563,Ice bucket challenge,Entertainment
9802,"Space Station Gets Easter Delivery of Food, Supplies",Technology
9397,Chad Smith Takes on Will Ferrell in Tonight Show Drum-Off: Who Won?!?,Entertainment
41348,"Drugs, Alcohol Send Boston Concertgoers to Hospital",Entertainment
48777,Prince Harry and girlfriend Cressida enjoy day out,Entertainment
61763,"Pretty Little Liars' Julian Morris Stars in Brittany Murphy's Final Film, Something  ...",Entertainment
33856,You Can Pre-Order A Big Plastic Head Full Of The Amazing Spider-Man 2 Now,Entertainment
41503,Microsoft's IE under Hackers Attack.,Technology
47447,Fire concerns throughout Bay Area skyrocket during Fourth of July weekend,Entertainment
16177,Nissan sees full-year profit up 14pc,Economy
44892,Google Improves iOS Now App,Technology
59221,Ohio unemployment lowest since 2008,Economy
2352,The Tesla Model X SUV Is Coming In Early 2015 With Gull-Wing Doors,Technology
6624,"Darren Aronofsky spotlights an inspiring teacher at premiere for 'Noah,' starring  ...",Entertainment
15123,"Emmy Voters: Sorry Matthew McConaughey, But This Is Our Party",Entertainment
8412,"Solar flares disrupt communications on Earth, could send shockwave on Friday  ...",Technology
9249,"CNN's GUT CHECK for May 19, 2014",Economy
18164,Nadine Gordimer Dead: 5 Fast Facts You Need to Know,Entertainment
42837,AAA: Memorial Day Busiest Travel Since Recession,Economy
18663,Samsung Galaxy S3 Neo with 4.8-inch HD display launched at Rs. 26200,Technology
26041,Paul Walker's Touching Tribute At The MTV Movie Awards [Video],Entertainment
23229,'Teenage Mutant Ninja Turtles' trailer: Michael Bay's TMNT look shell-shockingly  ...,Entertainment
7976,"Ronald McDonald Loves the New Taco Bell Breakfast (No, Really!)",Economy
65044,Censorship Claims as Google Cuts Search Results,Technology
26394,"Procter & Gamble 3Q results mixed, lowers full-year adjusted profit forecast",Economy
10159,"Solange Knowles, Jay-Z fight: Hotel investigating leak of video of fight between  ...",Entertainment
3987,Fiat will attempt US listing only if merged with Chrysler,Economy
31914,ESPY Awards 2014 – Hosted by Drake (Watch Live Steam Right Now!),Entertainment
33157,"Rapper Andre Johnson allegedly severs own penis, jumps from apartment balcony",Entertainment
42358,OkCupid Relaunches OkTrends: A Beloved Blog That Tracks Online Daters  ...,Technology
32854,Google Chrome Prank Translates Every Single Word Into Emoji,Technology
56844,Comcast Claims Netflix Slowed Down Its Own Video Streams,Entertainment
51655,Big climate report: Global warming is dangerous risk for people,Technology
24686,WWE Money in the Bank review: The Champ is Here (again),Economy
59452,Floyd Mayweather Reportedly Involved in Altercation with Rapper TI in Las Vegas,Entertainment
14762,Home News Science fiction film fails to deliver despite...,Entertainment
4332,S.C. employment rises for 10th straight month,Economy
21308,"Microsoft Office Finally Comes to the iPad Today, And It's Free(mium)",Economy
63913,Robert Pattinson - Robert Pattinson is still friends with Kristen Stewart,Entertainment
48853,"Church news, April 17: Clinton Chapel plans Clinton Fest",Entertainment
47537,Singer-songwriter Bobby Womack dies at the age of 70,Entertainment
39954,Game of Thrones Executive Producers tease that there will be some major  ...,Entertainment
31863,Thousands of blue sea creatures wash ashore in San Francisco,Technology
44305,Evolution to Revolution,Entertainment
32392,PR Newswire,Technology
4502,Check Out the Trailer for the Batkid Documentary,Entertainment
53021,Mario Draghi's lending programme seen delivering $1 trillion to banks,Economy
61637,Microsoft trims Surface Pro 2 prices as sales of successor loom,Technology
13780,Obama Steps In To End Philadelphia Commuter Rail Strike,Economy
38917,Stars come out for 'The Amazing Spider-Man 2′ premiere in London,Entertainment
2246,Booti-ful Kim Kardashian catwalks out of her SoHo apartment the morning after  ...,Entertainment
29741,Apple could enter Dow Jones after stock split,Technology
10211,"One month after engagement, Mila Kunis, Ashton Kutcher expecting a baby",Entertainment
16022,"The Bachelorette Season 10 (2014) Finale, ATFR Spoilers: Find Out: Will Andi  ...",Entertainment
15509,Scientists Discover Largest Prehistoric Flying Bird,Technology
51126,Tim Cook slams author who claims Apple on the decline after Steve Jobs,Technology
31925,"Watch Bill Cosby, 76, Walk a Tightrope While Carrying Jimmy Fallon on the  ...",Entertainment
28372,'Hunger Games: Mockingjay Part 1' Soundtrack: Lorde Gets Lead Single  ...,Entertainment
31967,"Amazon Unveils 'Fire Phone' Smartphone, and More",Technology
4185,3 Latin America ETFs Doing the Samba This World Cup,Economy
35205,Has Apple Managed To Get It Just Right With The Latest iOS 8?,Technology
21994,BlackBerry Z3 With 5-inch qHD Display and BB10.2 OS Launched,Technology
57049,Reports: US Attorney investigating General Motors recall,Technology
26674,Lindsay Lohan admits she's been 'very close' to relapsing on OWN show,Entertainment
35616,"If You Want Google Glass, Now's Your Chance",Technology
8124,"Activists 'March Against Monsanto' in Mystic, world",Economy
17873,Jon Hamm Worked On Soft-Core Porn Films Before Making It Big,Entertainment
46324,Why Coca-Cola (KO) Stock Is Higher In Pre-Market Trade,Economy
36526,Netflix confirms new European launches,Economy
64418,'Girl Meets World': extra ham in next-gen sitcom,Entertainment
11304,377 strains of bacteria hitched a ride to Mars on Curiosity,Technology
6345,Samsung unveils three low-end Galaxy smartphones on Android KitKat,Technology
3072,Google's Android Wear is Missing What Could be the Best Feature of Apple's  ...,Technology
25294,There's a New Michael Jackson Album Coming Out in May,Entertainment
38536,Apple recalling some iPhone 5's,Technology
49845,The Microsoft built Windows Phone era is about to begin – can it save Windows  ...,Technology
32360,Google ups the ante on email encryption,Technology
23921,Travel Channel Pulls Adam Richman's Show After Instagram Tirade,Entertainment
29765,NYT: Obama Lets the NSA Exploit Some Internet Flaws,Technology
63697,Google Acquires Twitch for $1B,Technology
29193,"WATCH: Coldplay release airy 'Magic' music video, featuring plenty of knives",Entertainment
63362,Samsung Galaxy Tab S: First Impressions,Technology
21952,Microsoft will wrap up Nokia buy this week,Technology
39961,Keeping up with the Kardashians - Kim K Dresses Up North West,Entertainment
4238,"William Shakespeare quiz: How much do you know about the Bard, on his 450th  ...",Entertainment
21073,Tibetans May Have Inherited High-Altitude Gene From Extinct Human Relative,Technology
45473,Trulia Inc.: ZILLOW ANNOUNCES ACQUISITION OF TRULIA FOR $3.5 BILLION  ...,Economy
60208,IBM posts lower Q1 earnings as hardware business takes beating,Economy
33002,"Netflix Increasing Prices, Thinks Comcast-Time Warner Merger Is A Terrible Idea",Technology
51280,Black Keys Announce North American Tour Dates Behind 'Turn Blue',Entertainment
55463,jurors for Madoff aides find decision easy,Economy
14673,Something So Fetch Happened After Lena's SNL Gig,Entertainment
14500,FOOD: Subway phasing out “yoga mat” material from its bread,Economy
